SEQ,LONG,LAT,LOCAL_ED,LOCALIZACA,REFERENCIA,DATA,MES,H_INICIO,H_FIM,DURACAO,DUR_H,id_estacao,codestacao,latitude,longitude,nome,id_municip,rede,tipoestaca,geocodigo,cidade,xcoord,ycoord
7.000000,-46.638806,-23.549408,PC DA BANDEIRA,PC DA BANDEIRA,AV VINTE E TRES DE MAIO-CENTROBAIRRO-SE,2019/01/01,1.000000,18:34:00,19:23:00,00:49:00,0.82,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
13.000000,-46.638580,-23.548910,PC DA BANDEIRA,PC DA BANDEIRA,ALTURA DO NUMERO 27-CENTROBAIRRO-SE,2019/01/03,1.000000,17:27:00,17:42:00,00:15:00,0.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
14.000000,-46.638240,-23.550330,AV VINTE E TRES DE MAIO,AV VINTE E TRES DE MAIO LIBERDADE,PC DA BANDEIRA-SANTANAAEROPORTO-SE,2019/01/03,1.000000,19:43:00,20:18:00,00:35:00,0.58,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
15.000000,-46.634830,-23.542110,TUN PAPA JOAO PAULO II,TN PAPA JOAO PAULO II REPUBLICA,AV PRESTES MAIA-SANTANAAEROPORTO-SE,2019/01/03,1.000000,19:52:00,20:04:00,00:12:00,0.20,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
22.000000,-46.629470,-23.540356,R DA CANTAREIRA,R DA CANTAREIRA,AV MERCURIO-BAIRROCENTRO-SE,2019/01/04,1.000000,14:45:00,15:03:00,00:18:00,0.30,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
28.000000,-46.627560,-23.539260,R PAULA SOUSA,R PAULA SOUSA,AV DO ESTADO-AMBOS - LOCAL-SE,2019/01/04,1.000000,15:04:00,15:53:00,00:49:00,0.82,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
32.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/01/04,1.000000,15:56:00,17:56:00,02:00:00,2.00,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
33.000000,-46.630500,-23.539740,AV SEN QUEIROS,AV SEN QUEIROS,ALTURA DO NUMERO 587-UNICO-SE,2019/01/04,1.000000,17:52:00,19:30:00,01:38:00,1.63,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
41.000000,-46.638240,-23.550330,PC DA BANDEIRA,P├ç DA BANDEIRA,AV 23 DE MAIO-CENTROBAIRRO-SE,2019/01/08,1.000000,16:22:00,17:47:00,01:25:00,1.42,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
44.000000,-46.642458,-23.536496,AV RIO BRANCO,AV RIO BRANCO,AV DUQUE DE CAXIAS-BAIRROCENTRO-SE,2019/01/08,1.000000,17:09:00,17:57:00,00:48:00,0.80,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
79.000000,-46.649496,-23.555771,R MANOEL DUTRA,R MANOEL DUTRA,PC QUATORZE BIS-UNICO-SE,2019/01/17,1.000000,18:37:00,19:22:00,00:45:00,0.75,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
81.000000,-46.638806,-23.549408,PC DA BANDEIRA,PC DA BANDEIRA,AV VINTE E TRES DE MAIO-CENTROBAIRRO-SE,2019/01/17,1.000000,18:41:00,19:27:00,00:46:00,0.77,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
82.000000,-46.642458,-23.536496,AV RIO BRANCO,AV RIO BRANCO,AV DUQUE DE CAXIAS-BAIRROCENTRO-SE,2019/01/17,1.000000,18:57:00,19:35:00,00:38:00,0.63,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
84.000000,-46.649899,-23.555743,PC QUATORZE BIS,PC QUATORZE BIS,AV NOVE DE JULHO-AMBOS-SE,2019/01/17,1.000000,19:03:00,19:23:00,00:20:00,0.33,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
102.000000,-46.640349,-23.551349,R MARIA PAULA,R MARIA PAULA,R STO AMARO-UNICO-SE,2019/01/22,1.000000,15:42:00,16:57:00,01:15:00,1.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
103.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/01/22,1.000000,15:56:00,18:55:00,02:59:00,2.98,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
110.000000,-46.649960,-23.537040,AV S JOAO,AV S JOAO,ALTURA DO N 1821-BAIRROCENTRO-SE,2019/01/22,1.000000,17:25:00,18:29:00,01:04:00,1.07,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
115.000000,-46.642490,-23.536600,AV RIO BRANCO,AV RIO BRANCO,AV DUQ DE CAXIAS-BAIRROCENTRO-SE,2019/01/24,1.000000,16:04:00,16:43:00,00:39:00,0.65,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
118.000000,-46.638240,-23.550330,PC DA BANDEIRA,PC DA BANDEIRA,AV VINTE E TR├â┼áS DE MAIO-BAIRROCENTRO-SE,2019/01/24,1.000000,16:22:00,16:50:00,00:28:00,0.47,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
119.000000,-46.640456,-23.549091,AV NOVE DE JULHO,AV NOVE DE JULHO,PC DA BANDEIRA-AMBOS-SE,2019/01/24,1.000000,16:23:00,16:40:00,00:17:00,0.28,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
122.000000,-46.638910,-23.549810,PC DA BANDEIRA,PC DA BANDEIRA,ALTURA DO NUMERO 0-CENTROBAIRRO-SE,2019/01/24,1.000000,16:32:00,16:40:00,00:08:00,0.13,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
126.000000,-46.629060,-23.558240,R TEIXEIRA LEITE,R TEIXEIRA LEITE,VD DO GLICERIO-CENTROBAIRRO-SE,2019/01/24,1.000000,16:38:00,17:45:00,01:07:00,1.12,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
128.000000,-46.641155,-23.538239,AV RIO BRANCO,AV RIO BRANCO,R DOS GUSMOES-BAIRROCENTRO-SE,2019/01/24,1.000000,16:45:00,18:19:00,01:34:00,1.57,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
133.000000,-46.628561,-23.557195,R TEIXEIRA LEITE,R TEIXEIRA LEITE,R S PAULO-CENTROBAIRRO-SE,2019/01/24,1.000000,17:06:00,17:42:00,00:36:00,0.60,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
136.000000,-46.627557,-23.549089,AV DO ESTADO,AV DO ESTADO,VD VINTE E CINCO DE MARCO-SANTANAIPIRANGA-SE,2019/01/25,1.000000,00:55:00,01:16:00,00:21:00,0.35,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
137.000000,-46.644970,-23.533030,AV RIO BRANCO,AV RIO BRANCO,AV RUDGE-BAIRROCENTRO-PI,2019/01/25,1.000000,17:01:00,20:22:00,03:21:00,3.35,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
148.000000,-46.627557,-23.549089,AV DO ESTADO,AV DO ESTADO,VD VINTE E CINCO DE MARCO-SANTANAIPIRANGA-SE,2019/01/25,1.000000,22:54:00,22:30:00,23:36:00,23.60,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
165.000000,-46.649960,-23.537040,AV S JOAO,AV S JOAO,ALTURA DO NUMERO 1821-BAIRROCENTRO-SE,2019/01/29,1.000000,19:15:00,19:16:00,00:01:00,0.02,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
166.000000,-46.629470,-23.540356,R DA CANTAREIRA,R DA CANTAREIRA,AV MERCURIO-AMBOS-SE,2019/01/30,1.000000,16:59:00,18:00:00,01:01:00,1.02,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
175.000000,-46.641640,-23.537950,AV RIO BRANCO,AV RIO BRANCO,ALTURA DO NUMERO 621-BAIRROCENTRO-SE,2019/01/30,1.000000,17:16:00,18:41:00,01:25:00,1.42,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
179.000000,-46.642490,-23.536600,AV RIO BRANCO,AV RIO BRANCO,AV DUQ DE CAXIAS-AMBOS-SE,2019/01/30,1.000000,17:19:00,19:05:00,01:46:00,1.77,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
189.000000,-46.636383,-23.539781,AV IPIRANGA,AV IPIRANGA,AV CASPER LIBERO-CENTROBAIRRO-SE,2019/01/30,1.000000,18:14:00,18:54:00,00:40:00,0.67,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
230.000000,-46.641682,-23.537535,AV RIO BRANCO,AV RIO BRANCO,R GAL OSORIO-BAIRROCENTRO-SE,2019/02/04,2.000000,08:08:00,13:30:00,05:22:00,5.37,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
260.000000,-46.628260,-23.554520,R GLICERIO,R GLICERIO,ALTURA DO NUMERO 221-UNICO - NAO INFORMADA-SE,2019/02/06,2.000000,16:01:00,16:48:00,00:47:00,0.78,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
268.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO - ESQUERDA-SE,2019/02/06,2.000000,18:36:00,21:50:00,03:14:00,3.23,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
289.000000,-46.638910,-23.549810,PC DA BANDEIRA,PC DA BANDEIRA REPUBLICA,PQ ANHANGABAU-BAIRROCENTRO - LOCAL-SE,2019/02/15,2.000000,21:36:00,22:04:00,00:28:00,0.47,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
293.000000,-46.640456,-23.549091,PC DA BANDEIRA,PC DA BANDEIRA,AV NOVE DE JULHO-CENTROBAIRRO-SE,2019/02/15,2.000000,21:43:00,22:02:00,00:19:00,0.32,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
318.000000,-46.628561,-23.557195,R TEIXEIRA LEITE,R TEIXEIRA LEITE,R S PAULO-UNICO-SE,2019/02/16,2.000000,19:08:00,21:33:00,02:25:00,2.42,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
324.000000,-46.629470,-23.540356,AV MERCURIO,AV MERCURIO,R DA CANTAREIRA-UNICO-SE,2019/02/16,2.000000,19:37:00,00:00:00,04:23:00,4.38,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
339.000000,-46.649510,-23.555670,PCA 14 BIS,PRA├çA 14 BIS,AV NOVE DE JULHO-AMBOS-SE,2019/02/20,2.000000,19:50:00,20:50:00,01:00:00,1.00,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
372.000000,-46.638910,-23.549790,PC DA BANDEIRA,PC DA BANDEIRA (REPUBLICA),PQ ANHANGABAU - BAIRRO/CENTRO,2019/02/21,2.000000,18:55:00,20:02:00,01:07:00,1.12,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
374.000000,-46.638820,-23.548270,AV VINTE E TRES DE MAIO,AV VINTE E TRES DE MAIO,AV NOVE DE JULHO - SANTANA/AEROPORTO,2019/02/21,2.000000,18:57:00,19:44:00,00:47:00,0.78,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
384.000000,-46.624845,-23.533575,AV DO ESTADO,AV DO ESTADO (BOM RETIRO),ALTURA DO N├ÜMERO 2023 - SANTANA/IPIRANGA,2019/02/21,2.000000,19:22:00,22:37:00,03:15:00,3.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
392.000000,-46.628561,-23.557195,R SAO PAULO,R S PAULO (LIBERDADE),R TEIXEIRA LEITE - UNICO,2019/02/21,2.000000,19:34:00,19:53:00,00:19:00,0.32,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
393.000000,-46.625495,-23.534161,R JOAO TEODORO,R JOAO TEODORO (BOM RETIRO),AV DO ESTADO - BAIRRO/CENTRO,2019/02/21,2.000000,19:35:00,22:36:00,03:01:00,3.02,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
395.000000,-46.629470,-23.540356,AV MERCURIO,AV MERCURIO (SE),R DA CANTAREIRA - AMBOS,2019/02/21,2.000000,19:37:00,21:03:00,01:26:00,1.43,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
398.000000,-46.627554,-23.539251,AV DO ESTADO,AV DO ESTADO (BOM RETIRO),R PAULA SOUSA - AMBOS,2019/02/21,2.000000,19:48:00,22:36:00,02:48:00,2.80,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
399.000000,-46.628215,-23.541352,AV DO ESTADO,AV DO. ESTADO,AV MERCURIO - SANTANA/IPIRANGA,2019/02/21,2.000000,20:09:00,21:02:00,00:53:00,0.88,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
403.000000,-46.627557,-23.549089,AV DO ESTADO,AV DO. ESTADO,VD VINTE E CINCO DE MARCO - SANTANA/IPIRANGA - N├âO INFORMADA,2019/02/21,2.000000,21:13:00,23:50:00,02:37:00,2.62,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
418.000000,-46.642490,-23.536600,AV RIO BRANCO,AV. RIO BRANCO (REPUBLICA),AV DUQ DE CAXIAS - BAIRRO/CENTRO,2019/02/24,2.000000,18:15:00,20:00:00,01:45:00,1.75,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
423.000000,-46.649880,-23.537050,AV S JOAO,AV S JOAO,AL GLETE-BAIRROCENTRO-SE,2019/02/26,2.000000,01:44:00,03:44:00,02:00:00,2.00,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
426.000000,-46.646050,-23.549915,AV NOVE DE JULHO,AV NOVE DE JULHO,R MARTINHO PRADO-BAIRROCENTRO-SE,2019/02/26,2.000000,02:49:00,03:02:00,00:13:00,0.22,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
450.000000,-46.642490,-23.536600,AV RIO BRANCO,AV RIO BRANCO,AV DUQ DE CAXIAS-BAIRROCENTRO-SE,2019/02/26,2.000000,07:14:00,16:57:00,09:43:00,9.72,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
455.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/02/26,2.000000,07:51:00,17:05:00,09:14:00,9.23,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
459.000000,-46.644560,-23.549430,PC DESEM MARIO PIRES,PC DESEM MARIO PIRES,R MARTINS FONTES-CENTROBAIRRO-SE,2019/02/26,2.000000,08:29:00,17:02:00,08:33:00,8.55,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
